lbl_3_rodata_128              0.5                                          numeric literal label
lbl_3_rodata_130              3.0                                          numeric literal label
lbl_3_rodata_138              c0.0                                         numeric literal label
lbl_3_rodata_590              0.0                                          numeric literal label
lbl_3_rodata_5B8              0.5                                          numeric literal label
lbl_3_rodata_5C0              3.0                                          numeric literal label
lbl_3_rodata_670              -0.5                                         numeric literal label
lbl_3_rodata_674              200.0                                        numeric literal label
lbl_3_rodata_6D8              const_IntToDouble                            name already used in repo: const_IntToDouble
lbl_3_rodata_6EC              200.0                                        numeric literal label
lbl_3_rodata_8C0              doubleConst                                  name already used in repo: doubleConst
lbl_3_rodata_920              constToDouble                                name already used in repo: constToDouble
lbl_3_rodata_928              constToDouble                                name already used in repo: constToDouble
lbl_3_rodata_9A0              constToDouble                                name already used in repo: constToDouble
lbl_3_rodata_A70              doubleConst                                  name already used in repo: doubleConst
lbl_3_rodata_B18              55.0                                         numeric literal label
lbl_3_rodata_B1C              -55.0                                        numeric literal label
lbl_3_rodata_B30              0.5                                          numeric literal label
lbl_3_rodata_B38              3.0                                          numeric literal label
lbl_3_rodata_B50              const_IntToDouble                            name already used in repo: const_IntToDouble
lbl_3_rodata_B58              const_IntToDouble                            name already used in repo: const_IntToDouble
lbl_3_rodata_B60              1.0                                          numeric literal label
lbl_3_rodata_BB4              -0.5                                         numeric literal label
lbl_3_rodata_BBC              c0.2                                         numeric literal label
lbl_3_rodata_BC0              -PI                                          AMBIGUOUS: PI is also what PI sanitizes to -- name one by hand
lbl_3_rodata_BE4              c7.0                                         numeric literal label
lbl_3_rodata_BEC              c38                                          numeric literal label
lbl_3_rodata_BF0              c46                                          numeric literal label
lbl_3_rodata_C0C              c10000.0                                     numeric literal label
lbl_3_rodata_C84              70.0                                         numeric literal label
lbl_3_rodata_C88              -5.0                                         numeric literal label
lbl_3_rodata_C9C              -1.0                                         numeric literal label
lbl_3_rodata_CA8              6.5                                          numeric literal label
lbl_3_rodata_CB0              PI                                           AMBIGUOUS: PI is also what -PI sanitizes to -- name one by hand
lbl_3_rodata_E58              c0.0                                         numeric literal label
lbl_3_rodata_E78              c60.0                                        numeric literal label
lbl_3_rodata_E7C              c0.01                                        numeric literal label
lbl_3_rodata_E80              const_IntToDouble                            name already used in repo: const_IntToDouble
lbl_3_rodata_F40              const_PI                                     name already used in repo: const_PI
lbl_3_rodata_1170             doubleConst                                  name already used in repo: doubleConst
lbl_3_rodata_11E8             const_UintToDouble                           name already used in repo: const_UintToDouble
lbl_3_rodata_1280             const_IntToDouble                            name already used in repo: const_IntToDouble
lbl_3_rodata_1298             const_IntToDouble                            name already used in repo: const_IntToDouble
lbl_3_rodata_12A4             const_PI                                     name already used in repo: const_PI
lbl_3_rodata_1418             const_toDouble                               name already used in repo: const_toDouble
lbl_3_rodata_1420             const_toDouble                               name already used in repo: const_toDouble
lbl_3_rodata_1468             const_UintToDouble                           name already used in repo: const_UintToDouble
lbl_3_rodata_14E8             const_pi                                     name already used in repo: const_pi
lbl_3_rodata_14F0             const_PI                                     name already used in repo: const_PI
lbl_3_rodata_1584             c100000                                      numeric literal label
lbl_3_rodata_1588             tfd                                          name already used in repo: tfd
lbl_3_rodata_1890             const_UintToDouble                           name already used in repo: const_UintToDouble
lbl_3_rodata_1898             0.0                                          numeric literal label
lbl_3_rodata_18C4             const_pi                                     name already used in repo: const_pi
lbl_3_rodata_19D0             const_UintToDouble                           name already used in repo: const_UintToDouble
lbl_3_rodata_1D08             0.0                                          numeric literal label
lbl_3_rodata_1D38             3.0                                          numeric literal label
lbl_3_rodata_1D3C             0.15                                         numeric literal label
lbl_3_rodata_1DB4             c0.0                                         numeric literal label
lbl_3_rodata_1DC4             c100.0                                       numeric literal label
lbl_3_rodata_1EF0             const_pi                                     name already used in repo: const_pi
lbl_3_rodata_1F00             const_pi                                     name already used in repo: const_pi
lbl_3_rodata_1FB0             const_UintToDouble                           name already used in repo: const_UintToDouble
lbl_3_rodata_20C0             tfd                                          name already used in repo: tfd
lbl_3_rodata_214C             17.0                                         numeric literal label
lbl_3_rodata_2158             const_pi                                     name already used in repo: const_pi
lbl_3_rodata_293C             PI                                           AMBIGUOUS: PI is also what -PI sanitizes to -- name one by hand
lbl_3_rodata_2F40             c1.5                                         numeric literal label
lbl_3_rodata_2F44             c-50.0                                       numeric literal label
lbl_3_rodata_2F48             c40.0                                        numeric literal label
lbl_3_rodata_2F4C             c50.0                                        numeric literal label
lbl_3_rodata_2F50             c-20.0                                       numeric literal label
lbl_3_rodata_2F54             c95.0                                        numeric literal label
lbl_3_rodata_3260             doubleConst                                  name already used in repo: doubleConst
lbl_3_rodata_32E8             constToDouble                                name already used in repo: constToDouble
lbl_3_rodata_33CC             3.0                                          numeric literal label
lbl_3_rodata_33E4             0.5                                          numeric literal label
lbl_3_rodata_35D0             0.0                                          numeric literal label
lbl_3_rodata_4120             1.5                                          numeric literal label
lbl_3_rodata_4124             0.7                                          numeric literal label
lbl_3_data_21380              0.0                                          numeric literal label
